uid,data_provider,region,lat(degrees),lon(degrees),date(yyyymmdd),time(hh:mm:ss),abun(cells/L),severity,distance_to_water(m)
ahcm,US_Army_Corps_of_Engineers,northeast,42027378,-78967089,20191025,14:04:00,96555,2,0
ahdy,California_Environmental_Data_Exchange_Network,west,334742,-117138,20160518,17:43:00,1922.25,4,334
ahek,Connecticut_State_Department_of_Public_Health,northeast,41493,-71979,20190801,19:00:00,86346,2,0
aheu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3571499778,-7914686265,20160727,0:01:00,10435,1,539
ahez,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586700851,-788138082,20160607,0:01:00,18958,1,358
ahfv,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3876050002,-7520283333,20201111,16:40:00,11.25,1,62
ahgg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,20180503,0:01:00,7552,1,0
ahgi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3899841,-95747367,20180702,0:01:00,526.05,3,9
ahgo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-7911384081,20191120,0:01:00,14523,1,1114
ahgu,Connecticut_State_Department_of_Public_Health,northeast,41707665,-73382964,20170817,14:45:00,56862,2,0
ahhm,US_Army_Corps_of_Engineers,south,39264159,-79951664,20170725,16:00:00,15839719,1,0
ahhw,California_Environmental_Data_Exchange_Network,west,372583,-120475,20170815,18:30:00,5757257,4,993
ahjj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588377911,-789480316,20170517,0:01:00,3485,1,291
ahkg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358968229,-7905242758,20151012,0:01:00,67773,2,1912
ahnr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356630193,-7924340704,20190516,0:01:00,8.64,1,227
ahpj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590567405,-7912326771,20191114,0:01:00,58091,2,144
ahpn,California_Environmental_Data_Exchange_Network,west,378817,-121249,20180717,16:40:00,51743435,4,788
ahrn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568332631,-7920568898,20151012,0:01:00,11171,1,1123
ahse,EPA_Central_Data_Exchange,midwest,43056389,-86646389,20140418,0:01:00,419322575,1,0
ahsh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563108168,-7930272772,20150707,0:01:00,59872,2,1055
ahsi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20160801,0:01:00,1400175,4,26
ahsm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3617911,-7905363033,20130530,0:01:00,21114,2,263
ahst,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,20181129,0:01:00,214453,3,0
ahta,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-7905595372,20200825,0:01:00,11672,1,538
ahtt,California_Environmental_Data_Exchange_Network,west,391853,-121704,20140716,17:25:00,7344,4,1556
ahuv,Indiana_State_Department_of_Health,midwest,4072010333,-851058325,20210621,23:30:00,1104,1,0
ahvc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562908558,-7930643526,20150127,0:01:00,1.78,1,739
ahvi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,356809576,-792100886,20170214,0:01:00,581,1,1110
ahwi,California_Environmental_Data_Exchange_Network,west,374125,-120759,20130402,23:10:00,1940639,4,430
ahwu,California_Environmental_Data_Exchange_Network,west,344168,-119544,20210128,17:30:00,6275,4,1297
ahwv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564607,-7902657715,20160713,0:01:00,34855,2,821
ahxa,US_Army_Corps_of_Engineers,northeast,41497974,-80458755,20160824,18:25:00,2204552573,2,228
ahya,California_Environmental_Data_Exchange_Network,west,332549,-117295,20130209,20:54:00,3739.25,4,374
ahys,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7872010038,20131112,0:01:00,1037,1,644
ahyx,New_Mexico_Environment_Department,west,360397,-1068478,20140922,0:01:00,4815526362,1,0
aiap,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567568789,-7921987651,20200109,0:01:00,29225,2,412
aiby,Indiana_State_Department_of_Health,midwest,3878199034,-8569828611,20210824,17:00:00,688974,3,0
aicl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565120238,-7926535569,20160127,0:01:00,908,1,516
aidb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564477,-80254,20160608,0:01:00,298316,3,0
aids,California_Environmental_Data_Exchange_Network,west,328397,-117024,20140508,13:38:00,3177,4,903
aidy,California_Environmental_Data_Exchange_Network,west,372953,-120.85,20170808,17:50:00,1147714,4,9
aiga,EPA_Central_Data_Exchange,midwest,45136667,-82983333,20160329,0:01:00,177033734,1,0
aigc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568327308,-7920578785,20151112,0:01:00,5809,1,1132
aihm,California_Environmental_Data_Exchange_Network,west,369767,-121.51,20180423,18:40:00,6190,4,726
aihx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586958621,-7883443883,20170920,0:01:00,14523,1,196
aiii,Pennsylvania_Department_of_Environmental_Protection,northeast,4032301,-7947356,20210825,13:45:00,156,3,0
aiiw,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3870408332,-7507568333,20190724,13:44:00,5379999924,2,0
aiix,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586477243,-7879591174,20150707,0:01:00,1291,1,1194
aijb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587853053,-7890602465,20150506,0:01:00,7745,1,879
aijp,EPA_Central_Data_Exchange,midwest,43133333,-87,20170327,0:01:00,272476143,1,0
aika,California_Environmental_Data_Exchange_Network,west,376003,-121224,20190813,15:45:00,1598789,4,1306
aimy,California_Environmental_Data_Exchange_Network,west,344384,-119906,20200422,18:15:00,5380,4,207
ainj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570876995,-7915843018,20210615,0:01:00,1343,1,28
aipr,US_Army_Corps_of_Engineers,northeast,41309434,-80461686,20150805,15:10:00,1953746094,3,0
aipy,California_Environmental_Data_Exchange_Network,west,383068,-121693,20191204,19:45:00,1138583,4,0
aiqi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34941,-7910232271,20160816,0:01:00,116182,3,524
aiqq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3585853004,-7874595081,20180809,0:01:00,37759,2,874
aisa,California_Environmental_Data_Exchange_Network,west,372583,-120475,20160412,22:00:00,63206315,4,993
aivu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3831806,-9699139,20170828,0:01:00,287.28,3,0
aiwo,California_Environmental_Data_Exchange_Network,west,330426,-117076,20150108,16:58:00,806212,4,195
aiwq,US_Army_Corps_of_Engineers,northeast,41890646,-78925275,20170615,18:40:00,1326470588,1,0
aiwt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569921527,-7917617695,20140505,0:01:00,11366,1,270
aixa,California_Environmental_Data_Exchange_Network,west,377705,-121292,20190205,17:00:00,4337423,4,138
aixq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.12,-7872706011,20190812,0:01:00,4575,1,1817
aiyp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-79004,20131017,0:01:00,342011,3,0
aize,California_Environmental_Data_Exchange_Network,west,38259,-121668,20190205,21:20:00,1338.66,4,0
ajbb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36045,-7909169443,20130627,0:01:00,2.89,1,539
ajea,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588259895,-7893858625,20161018,0:01:00,30498,2,505
ajev,EPA_Central_Data_Exchange,midwest,482295,-885455,20160825,0:01:00,1446323678,1,0
ajfd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587176018,-7885183816,20190115,0:01:00,218,1,176
ajfp,EPA_Central_Data_Exchange,northeast,43.88,-769994,20180815,0:01:00,7473192593,1,0
ajft,California_Environmental_Data_Exchange_Network,west,344384,-119906,20180111,18:15:00,1226242,4,207
ajfv,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3828046862,-947337782,20180917,0:01:00,1042.65,4,0
ajfx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586017604,-7875912459,20130627,0:01:00,10775,1,469
ajgg,EPA_National_Aquatic_Research_Survey,west,3440442,-1110025,20170926,0:01:00,36885,2,0
ajim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67,-7904888467,20200514,0:01:00,76087,2,234
ajjj,California_Environmental_Data_Exchange_Network,west,372141,-120561,20140408,18:00:00,5509763,4,1476
ajkf,Pennsylvania_Department_of_Environmental_Protection,northeast,3988423,-7637506,20170830,15:18:00,667,1,0
ajkz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.95,-76.61,20200728,0:01:00,82.87,2,0
ajlw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,358732509,-7886376913,20191017,0:01:00,726,1,62
ajmc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3907775,-969059,20150908,0:01:00,5985,1,0
ajme,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3761429993,-9762981051,20160808,0:01:00,259.56,3,9
ajnn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567220137,-7922635235,20140825,0:01:00,51452,2,429
ajoh,California_Environmental_Data_Exchange_Network,west,380739,-121212,20170228,16:20:00,5047.34,4,2898
ajqf,California_Environmental_Data_Exchange_Network,west,349552,-120487,20211004,22:15:00,140.75,3,519
ajqv,Pennsylvania_Department_of_Environmental_Protection,northeast,4156467,-799455,20190822,18:00:00,242.6,3,0
ajru,Indiana_State_Department_of_Health,midwest,39474744,-86898353,20210614,15:10:00,551346,3,0
ajrw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.12,-7891199013,20180521,0:01:00,3631,1,72
ajsm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567385148,-7922328745,20201210,0:01:00,2.49,1,246
ajsq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-7872233743,20140114,0:01:00,26359,2,509
ajuc,EPA_National_Aquatic_Research_Survey,south,3204667,-9675054,20170913,0:01:00,459.65,3,66
ajuj,EPA_Central_Data_Exchange,midwest,42733333,-87,20130328,0:01:00,347634172,1,0
ajvc,California_Environmental_Data_Exchange_Network,west,349552,-120487,20210129,17:30:00,2675,4,519
ajvk,California_Environmental_Data_Exchange_Network,west,380601,-121499,20130820,16:00:00,1699658,4,59
ajvu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-79004,20130918,0:01:00,172182,3,0
ajwh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3570195659,-7917108526,20190702,0:01:00,363,1,132
ajxf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3982640667,-9552873464,20171030,0:01:00,107.1,3,9
ajzm,EPA_National_Aquatic_Research_Survey,west,4872519,-1161086,20170803,0:01:00,166261,3,0
akao,California_Environmental_Data_Exchange_Network,west,354265,-118832,20191015,21:05:00,1072840,4,66
akba,California_Environmental_Data_Exchange_Network,west,382361,-121419,20150923,16:20:00,264321325,4,276
akbi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591322082,-7918366825,20140610,0:01:00,171,1,993
akbk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3851613412,-9570697032,20171002,0:01:00,405405,3,0
akbz,US_Army_Corps_of_Engineers,northeast,42038186,-78908886,20140814,18:10:00,2459178686,2,0
akcy,Connecticut_State_Department_of_Public_Health,northeast,41868925,-730977,20180927,14:55:00,9477,1,0
akgs,EPA_Central_Data_Exchange,midwest,47606167,-86818833,20190825,0:01:00,664816748,1,0
akgu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-7910518988,20180813,0:01:00,376,1,807
akhe,US_Army_Corps_of_Engineers,south,39309992,-80034025,20170726,13:30:00,739812925,1,0
akjw,Indiana_State_Department_of_Health,midwest,41702596,-85022696,20170717,15:05:00,47858,2,28
akka,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.33,-7911591703,20200624,0:01:00,12102,1,534
aklk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902841904,20190219,0:01:00,4357,1,293
aknj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3533794,-7904547374,20150721,0:01:00,6708,1,403
akpm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3585846793,-7874545369,20151112,0:01:00,508,1,924
akqd,EPA_Central_Data_Exchange,midwest,44736667,-86721667,20170328,0:01:00,261582442,1,0
akqj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-7905516278,20200527,0:01:00,24608,2,549
akqp,New_Mexico_Environment_Department,west,36532781,-105236671,20150409,0:01:00,1899394213,1,21
akrh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3586160465,-7877055843,20131205,0:01:00,4195,1,1068
akst,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36346,-791128027,20190613,0:01:00,5164,1,902
aksu,California_Environmental_Data_Exchange_Network,west,379495,-121182,20190521,17:30:00,36828665,4,1510
akvu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568556194,-7920153654,20150127,0:01:00,13942,1,762
akwt,Indiana_State_Department_of_Health,midwest,3974693889,-8707598056,20190819,14:00:00,754742,3,9
akww,California_Environmental_Data_Exchange_Network,west,375582,-121164,20150310,17:00:00,6016666667,4,1089
akxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588868606,-7898730438,20190914,0:01:00,477073,3,134
akxm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35036,-7911888307,20210816,0:01:00,52.81,2,184
akzy,California_Environmental_Data_Exchange_Network,west,376003,-121224,20180508,16:20:00,997965,4,1306
albx,California_Environmental_Data_Exchange_Network,west,376173,-122074,20170713,18:40:00,5480,4,458
aldv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,20190410,0:01:00,83924,2,0
aler,EPA_Central_Data_Exchange,midwest,42081667,-81011667,20190810,0:01:00,6922536296,1,0
alez,EPA_Central_Data_Exchange,northeast,42416667,-79.8,20130811,0:01:00,7860324409,1,0
alfc,US_Army_Corps_of_Engineers,midwest,40968788,-81119867,20170627,15:00:00,4382444444,2,0
alfh,EPA_Central_Data_Exchange,midwest,45.75,-83916667,20130329,0:01:00,343879238,1,0
algg,Pennsylvania_Department_of_Environmental_Protection,northeast,3974826,-7867698,20200914,15:20:00,0,1,9
algi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.02,-83.79,20190822,0:01:00,45662,1,147
algu,US_Army_Corps_of_Engineers,northeast,41285686,-80361664,20160720,17:45:00,703153,1,0
alhz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,20170307,0:01:00,3631,1,0
alif,California_Environmental_Data_Exchange_Network,west,383677,-121521,20161018,15:00:00,2714206663,4,0
aliv,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3837080661,-9879520846,20171016,0:01:00,693315,3,0
aljj,EPA_National_Aquatic_Research_Survey,midwest,403155,-969964,20170920,0:01:00,971.58,3,0
aljv,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921155,-9700559,20211011,0:01:00,159003,3,26
aljz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567228121,-7922620405,20140825,0:01:00,28448,2,412
allm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.85,-78.83,20190627,0:01:00,7138,1,339
almt,US_Army_Corps_of_Engineers,northeast,41843527,-78957332,20130820,17:15:00,4850377358,1,0
alpb,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3836472,-9710194,20170717,0:01:00,99855,2,0
alpl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564404303,-7927865341,20191017,0:01:00,5532,1,631
alqd,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3870782502,-7508086667,20180801,11:40:00,45790,1,0
alqp,California_Environmental_Data_Exchange_Network,west,374419,-121003,20180612,17:30:00,11558225,4,872
alqs,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3921067,-9697298,20160815,0:01:00,722295,3,0
alrk,California_Environmental_Data_Exchange_Network,west,33513,-117269,20160121,16:28:00,5504,4,4505
alsf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568915492,-7919486296,20200311,0:01:00,1367,1,802
altb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.15,-791069695,20200923,0:01:00,88952,2,597
alvh,California_Environmental_Data_Exchange_Network,west,367025,-121709,20131211,22:05:00,1881852,4,939
